	SampleName	OriginalSampleName	SiteName	Country	Longitude	Latitude	Elevation	LocationReliability	LocationNotes	SampleType	SampleMethod	AgeBP	AgeUncertainty	ispercent	EMPD_version	Publication1	Worker1_Role	Worker1_LastName	Worker1_Initials	Worker1_FirstName	Worker1_Address1	Worker1_Email1	Temperature	Precipitation	nat_earth	empd_countries	okexcept(Country)	Country_ok
36	Dambach_a210	210	Waldviertel	Germany	15.1667	48.5667	670	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-2.7,-1.7,1.8,6.2,11.6,14.4,16.3,16.2,11.8,6.6,1.3,-1.6,-2.0,6.53,15.63,6.57,6.68	40.0,39.0,52.0,59.0,76.0,96.0,105.0,86.0,60.0,45.0,53.0,47.0,126.0,187.0,287.0,158.0,758.0	Austria	Austria	False	False
37	Dambach_a211	211	Waldviertel	Germany	15.1667	48.5667	670	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-2.7,-1.7,1.8,6.2,11.6,14.4,16.3,16.2,11.8,6.6,1.3,-1.6,-2.0,6.53,15.63,6.57,6.68	40.0,39.0,52.0,59.0,76.0,96.0,105.0,86.0,60.0,45.0,53.0,47.0,126.0,187.0,287.0,158.0,758.0	Austria	Austria	False	False
38	Dambach_a212	212	Waldviertel	Germany	15.1667	48.5667	670	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-2.7,-1.7,1.8,6.2,11.6,14.4,16.3,16.2,11.8,6.6,1.3,-1.6,-2.0,6.53,15.63,6.57,6.68	40.0,39.0,52.0,59.0,76.0,96.0,105.0,86.0,60.0,45.0,53.0,47.0,126.0,187.0,287.0,158.0,758.0	Austria	Austria	False	False
39	Dambach_a213	213	Waldviertel	Germany	15.1667	48.5667	670	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-2.7,-1.7,1.8,6.2,11.6,14.4,16.3,16.2,11.8,6.6,1.3,-1.6,-2.0,6.53,15.63,6.57,6.68	40.0,39.0,52.0,59.0,76.0,96.0,105.0,86.0,60.0,45.0,53.0,47.0,126.0,187.0,287.0,158.0,758.0	Austria	Austria	False	False
40	Dambach_a214	214	Waldviertel	Germany	15.3667	48.5667	590	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.8,-1.2,2.4,6.4,11.7,14.8,16.4,16.1,11.8,7.6,1.9,-1.1,-1.37,6.83,15.77,7.1,7.08	32.0,33.0,44.0,55.0,73.0,92.0,95.0,76.0,53.0,40.0,49.0,40.0,105.0,172.0,263.0,142.0,682.0	Austria	Austria	False	False
41	Dambach_a215	215	Waldviertel	Germany	15.3667	48.5667	590	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.8,-1.2,2.4,6.4,11.7,14.8,16.4,16.1,11.8,7.6,1.9,-1.1,-1.37,6.83,15.77,7.1,7.08	32.0,33.0,44.0,55.0,73.0,92.0,95.0,76.0,53.0,40.0,49.0,40.0,105.0,172.0,263.0,142.0,682.0	Austria	Austria	False	False
42	Dambach_a216	216	Waldviertel	Germany	15.3667	48.5667	590	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.8,-1.2,2.4,6.4,11.7,14.8,16.4,16.1,11.8,7.6,1.9,-1.1,-1.37,6.83,15.77,7.1,7.08	32.0,33.0,44.0,55.0,73.0,92.0,95.0,76.0,53.0,40.0,49.0,40.0,105.0,172.0,263.0,142.0,682.0	Austria	Austria	False	False
43	Dambach_a217	217	Waldviertel	Germany	15.3667	48.5667	590	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.8,-1.2,2.4,6.4,11.7,14.8,16.4,16.1,11.8,7.6,1.9,-1.1,-1.37,6.83,15.77,7.1,7.08	32.0,33.0,44.0,55.0,73.0,92.0,95.0,76.0,53.0,40.0,49.0,40.0,105.0,172.0,263.0,142.0,682.0	Austria	Austria	False	False
44	Dambach_a218	218	Waldviertel	Germany	15.3667	48.5667	590	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.8,-1.2,2.4,6.4,11.7,14.8,16.4,16.1,11.8,7.6,1.9,-1.1,-1.37,6.83,15.77,7.1,7.08	32.0,33.0,44.0,55.0,73.0,92.0,95.0,76.0,53.0,40.0,49.0,40.0,105.0,172.0,263.0,142.0,682.0	Austria	Austria	False	False
45	Dambach_a219	219	Waldviertel	Germany	15.3833	48.5667	540	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.8,-1.2,2.3,6.3,11.6,14.7,16.3,16.0,11.8,7.5,1.9,-1.1,-1.37,6.73,15.67,7.07,7.03	34.0,34.0,46.0,56.0,74.0,93.0,97.0,78.0,54.0,41.0,50.0,41.0,109.0,176.0,268.0,145.0,698.0	Austria	Austria	False	False
46	Dambach_a22	22	Waldviertel	Germany	15.3833	48.3833	790	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.5,-0.5,3.1,6.5,11.1,14.3,16.0,15.7,12.1,8.1,2.5,-0.5,-0.83,6.9,15.33,7.57,7.24	41.0,41.0,52.0,63.0,83.0,102.0,111.0,92.0,67.0,48.0,56.0,49.0,131.0,198.0,305.0,171.0,805.0	Austria	Austria	False	False
47	Dambach_a220	220	Waldviertel	Germany	15.3833	48.5667	540	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.8,-1.2,2.3,6.3,11.6,14.7,16.3,16.0,11.8,7.5,1.9,-1.1,-1.37,6.73,15.67,7.07,7.03	34.0,34.0,46.0,56.0,74.0,93.0,97.0,78.0,54.0,41.0,50.0,41.0,109.0,176.0,268.0,145.0,698.0	Austria	Austria	False	False
48	Dambach_a221	221	Waldviertel	Germany	15.3833	48.5667	540	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.8,-1.2,2.3,6.3,11.6,14.7,16.3,16.0,11.8,7.5,1.9,-1.1,-1.37,6.73,15.67,7.07,7.03	34.0,34.0,46.0,56.0,74.0,93.0,97.0,78.0,54.0,41.0,50.0,41.0,109.0,176.0,268.0,145.0,698.0	Austria	Austria	False	False
49	Dambach_a222	222	Waldviertel	Germany	15.3833	48.5667	540	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.8,-1.2,2.3,6.3,11.6,14.7,16.3,16.0,11.8,7.5,1.9,-1.1,-1.37,6.73,15.67,7.07,7.03	34.0,34.0,46.0,56.0,74.0,93.0,97.0,78.0,54.0,41.0,50.0,41.0,109.0,176.0,268.0,145.0,698.0	Austria	Austria	False	False
50	Dambach_a223	223	Waldviertel	Germany	15.4167	48.5667	610	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.6,-0.9,3.0,6.7,11.8,15.0,16.6,16.1,12.0,7.8,2.4,-1.0,-1.17,7.17,15.9,7.4,7.33	30.0,31.0,41.0,53.0,72.0,90.0,91.0,74.0,51.0,38.0,47.0,37.0,98.0,166.0,255.0,136.0,655.0	Austria	Austria	False	False
51	Dambach_a224	224	Waldviertel	Germany	15.4167	48.5667	610	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.6,-0.9,3.0,6.7,11.8,15.0,16.6,16.1,12.0,7.8,2.4,-1.0,-1.17,7.17,15.9,7.4,7.33	30.0,31.0,41.0,53.0,72.0,90.0,91.0,74.0,51.0,38.0,47.0,37.0,98.0,166.0,255.0,136.0,655.0	Austria	Austria	False	False
52	Dambach_a225	225	Waldviertel	Germany	15.4167	48.5667	610	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.6,-0.9,3.0,6.7,11.8,15.0,16.6,16.1,12.0,7.8,2.4,-1.0,-1.17,7.17,15.9,7.4,7.33	30.0,31.0,41.0,53.0,72.0,90.0,91.0,74.0,51.0,38.0,47.0,37.0,98.0,166.0,255.0,136.0,655.0	Austria	Austria	False	False
53	Dambach_a226	226	Waldviertel	Germany	15.4167	48.5667	610	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.6,-0.9,3.0,6.7,11.8,15.0,16.6,16.1,12.0,7.8,2.4,-1.0,-1.17,7.17,15.9,7.4,7.33	30.0,31.0,41.0,53.0,72.0,90.0,91.0,74.0,51.0,38.0,47.0,37.0,98.0,166.0,255.0,136.0,655.0	Austria	Austria	False	False
54	Dambach_a227	227	Waldviertel	Germany	15.5167	48.5667	620	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.7,-0.9,3.0,6.5,11.5,14.6,16.3,16.2,12.2,7.7,2.5,-1.1,-1.23,7.0,15.7,7.47,7.23	32.0,33.0,42.0,52.0,72.0,93.0,94.0,77.0,54.0,40.0,50.0,40.0,105.0,166.0,264.0,144.0,679.0	Austria	Austria	False	False
55	Dambach_a228	228	Waldviertel	Germany	15.5167	48.5667	620	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.7,-0.9,3.0,6.5,11.5,14.6,16.3,16.2,12.2,7.7,2.5,-1.1,-1.23,7.0,15.7,7.47,7.23	32.0,33.0,42.0,52.0,72.0,93.0,94.0,77.0,54.0,40.0,50.0,40.0,105.0,166.0,264.0,144.0,679.0	Austria	Austria	False	False
56	Dambach_a229	229	Waldviertel	Germany	15.5167	48.5667	620	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.7,-0.9,3.0,6.5,11.5,14.6,16.3,16.2,12.2,7.7,2.5,-1.1,-1.23,7.0,15.7,7.47,7.23	32.0,33.0,42.0,52.0,72.0,93.0,94.0,77.0,54.0,40.0,50.0,40.0,105.0,166.0,264.0,144.0,679.0	Austria	Austria	False	False
57	Dambach_a23	23	Waldviertel	Germany	15.3833	48.3833	790	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.5,-0.5,3.1,6.5,11.1,14.3,16.0,15.7,12.1,8.1,2.5,-0.5,-0.83,6.9,15.33,7.57,7.24	41.0,41.0,52.0,63.0,83.0,102.0,111.0,92.0,67.0,48.0,56.0,49.0,131.0,198.0,305.0,171.0,805.0	Austria	Austria	False	False
58	Dambach_a230	230	Waldviertel	Germany	15.5167	48.5667	620	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.7,-0.9,3.0,6.5,11.5,14.6,16.3,16.2,12.2,7.7,2.5,-1.1,-1.23,7.0,15.7,7.47,7.23	32.0,33.0,42.0,52.0,72.0,93.0,94.0,77.0,54.0,40.0,50.0,40.0,105.0,166.0,264.0,144.0,679.0	Austria	Austria	False	False
59	Dambach_a231	231	Waldviertel	Germany	15.5167	48.5667	620	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.7,-0.9,3.0,6.5,11.5,14.6,16.3,16.2,12.2,7.7,2.5,-1.1,-1.23,7.0,15.7,7.47,7.23	32.0,33.0,42.0,52.0,72.0,93.0,94.0,77.0,54.0,40.0,50.0,40.0,105.0,166.0,264.0,144.0,679.0	Austria	Austria	False	False
60	Dambach_a24	24	Waldviertel	Germany	15.3833	48.3833	790	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.5,-0.5,3.1,6.5,11.1,14.3,16.0,15.7,12.1,8.1,2.5,-0.5,-0.83,6.9,15.33,7.57,7.24	41.0,41.0,52.0,63.0,83.0,102.0,111.0,92.0,67.0,48.0,56.0,49.0,131.0,198.0,305.0,171.0,805.0	Austria	Austria	False	False
61	Dambach_a247	247	Waldviertel	Germany	15.2	48.5833	650	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-2.8,-1.6,2.0,6.5,11.8,14.7,16.6,16.4,11.9,6.7,1.5,-1.5,-1.97,6.77,15.9,6.7,6.85	36.0,36.0,49.0,59.0,74.0,92.0,100.0,82.0,56.0,43.0,51.0,43.0,115.0,182.0,274.0,150.0,721.0	Austria	Austria	False	False
62	Dambach_a248	248	Waldviertel	Germany	15.2	48.5833	650	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-2.8,-1.6,2.0,6.5,11.8,14.7,16.6,16.4,11.9,6.7,1.5,-1.5,-1.97,6.77,15.9,6.7,6.85	36.0,36.0,49.0,59.0,74.0,92.0,100.0,82.0,56.0,43.0,51.0,43.0,115.0,182.0,274.0,150.0,721.0	Austria	Austria	False	False
63	Dambach_a249	249	Waldviertel	Germany	15.2	48.5833	650	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-2.8,-1.6,2.0,6.5,11.8,14.7,16.6,16.4,11.9,6.7,1.5,-1.5,-1.97,6.77,15.9,6.7,6.85	36.0,36.0,49.0,59.0,74.0,92.0,100.0,82.0,56.0,43.0,51.0,43.0,115.0,182.0,274.0,150.0,721.0	Austria	Austria	False	False
64	Dambach_a25	25	Waldviertel	Germany	15.3833	48.3833	790	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.5,-0.5,3.1,6.5,11.1,14.3,16.0,15.7,12.1,8.1,2.5,-0.5,-0.83,6.9,15.33,7.57,7.24	41.0,41.0,52.0,63.0,83.0,102.0,111.0,92.0,67.0,48.0,56.0,49.0,131.0,198.0,305.0,171.0,805.0	Austria	Austria	False	False
65	Dambach_a250	250	Waldviertel	Germany	15.2	48.5833	650	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-2.8,-1.6,2.0,6.5,11.8,14.7,16.6,16.4,11.9,6.7,1.5,-1.5,-1.97,6.77,15.9,6.7,6.85	36.0,36.0,49.0,59.0,74.0,92.0,100.0,82.0,56.0,43.0,51.0,43.0,115.0,182.0,274.0,150.0,721.0	Austria	Austria	False	False
66	Dambach_a26	26	Waldviertel	Germany	15.3833	48.3833	790	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.5,-0.5,3.1,6.5,11.1,14.3,16.0,15.7,12.1,8.1,2.5,-0.5,-0.83,6.9,15.33,7.57,7.24	41.0,41.0,52.0,63.0,83.0,102.0,111.0,92.0,67.0,48.0,56.0,49.0,131.0,198.0,305.0,171.0,805.0	Austria	Austria	False	False
67	Dambach_a27	27	Waldviertel	Germany	15.3833	48.3833	790	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.5,-0.5,3.1,6.5,11.1,14.3,16.0,15.7,12.1,8.1,2.5,-0.5,-0.83,6.9,15.33,7.57,7.24	41.0,41.0,52.0,63.0,83.0,102.0,111.0,92.0,67.0,48.0,56.0,49.0,131.0,198.0,305.0,171.0,805.0	Austria	Austria	False	False
68	Dambach_a28	28	Waldviertel	Germany	15.3833	48.3833	790	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.5,-0.5,3.1,6.5,11.1,14.3,16.0,15.7,12.1,8.1,2.5,-0.5,-0.83,6.9,15.33,7.57,7.24	41.0,41.0,52.0,63.0,83.0,102.0,111.0,92.0,67.0,48.0,56.0,49.0,131.0,198.0,305.0,171.0,805.0	Austria	Austria	False	False
69	Dambach_a29	29	Waldviertel	Germany	15.3833	48.3833	790	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.5,-0.5,3.1,6.5,11.1,14.3,16.0,15.7,12.1,8.1,2.5,-0.5,-0.83,6.9,15.33,7.57,7.24	41.0,41.0,52.0,63.0,83.0,102.0,111.0,92.0,67.0,48.0,56.0,49.0,131.0,198.0,305.0,171.0,805.0	Austria	Austria	False	False
70	Dambach_a3	3	Waldviertel	Germany	15.45	48.3167	500	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.1,0.1,4.1,7.8,12.5,15.8,17.4,16.8,13.0,8.7,3.3,-0.2,-0.4,8.13,16.67,8.33,8.18	31.0,33.0,42.0,55.0,75.0,91.0,96.0,81.0,57.0,41.0,49.0,39.0,103.0,172.0,268.0,147.0,690.0	Austria	Austria	False	False
71	Dambach_a30	30	Waldviertel	Germany	15.3833	48.3833	790	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-1.5,-0.5,3.1,6.5,11.1,14.3,16.0,15.7,12.1,8.1,2.5,-0.5,-0.83,6.9,15.33,7.57,7.24	41.0,41.0,52.0,63.0,83.0,102.0,111.0,92.0,67.0,48.0,56.0,49.0,131.0,198.0,305.0,171.0,805.0	Austria	Austria	False	False
72	Dambach_a31	31	Waldviertel	Germany	15.65	48.3833	190	C	Same locations used for multiple sites at multiple altitudes; need to check PhD thesis for additional location information (BD)	moss	hand picking	-45	A	False	EMPD1	Dambach, K. 2000: Ein Versuch zur Quantifizierung der gerodeten Landoberflache einzelner Landschaften Mitteleuropas mit Hilfe der Pollenanalyse. Dissertationes botanicae 336.	R/A	Dambach	K.	Karin	No information available	dambach@uni-hohenheim.de	-0.6,0.9,5.0,9.5,14.8,17.7,19.4,18.8,14.7,9.4,3.9,0.8,0.37,9.77,18.63,9.33,9.53	19.0,21.0,28.0,38.0,59.0,82.0,77.0,61.0,44.0,31.0,39.0,27.0,67.0,125.0,220.0,114.0,526.0	Austria	Austria	False	False
